date,hour,temperature,wind_speed,wind_angle,humidity,pressure,visibility
2025-01-01,"00:00Wed, 1 Jan",20.0,6.0,150.0,83.0,1018.0,N/A
2025-01-01,00:30,20.0,6.0,150.0,83.0,1018.0,N/A
2025-01-01,01:00,19.0,4.0,0.0,94.0,1018.0,7.0
2025-01-01,01:30,19.0,6.0,190.0,94.0,1017.0,8.0
2025-01-01,02:00,19.0,7.0,230.0,94.0,1017.0,7.0
2025-01-01,02:30,19.0,6.0,250.0,94.0,1016.0,7.0
2025-01-01,03:30,19.0,4.0,240.0,94.0,1016.0,7.0
2025-01-01,04:00,19.0,2.0,240.0,94.0,1016.0,8.0
2025-01-01,04:30,19.0,0.0,0.0,94.0,1016.0,8.0
2025-01-01,05:00,19.0,4.0,170.0,88.0,1016.0,8.0
2025-01-01,06:00,19.0,4.0,210.0,94.0,1016.0,N/A
2025-01-01,06:30,19.0,4.0,220.0,94.0,1017.0,8.0
2025-01-01,07:00,19.0,2.0,0.0,94.0,1017.0,8.0
2025-01-01,07:30,19.0,2.0,210.0,94.0,1017.0,8.0
2025-01-01,08:00,20.0,4.0,230.0,88.0,1018.0,N/A
2025-01-01,08:30,20.0,0.0,0.0,88.0,1018.0,N/A
2025-01-01,09:00,21.0,0.0,0.0,83.0,1018.0,N/A
2025-01-01,09:30,21.0,2.0,0.0,83.0,1018.0,N/A
2025-01-01,10:00,22.0,0.0,0.0,78.0,1018.0,N/A
2025-01-01,10:30,22.0,0.0,0.0,78.0,1018.0,N/A
2025-01-01,11:00,22.0,0.0,0.0,78.0,1018.0,7.0
2025-01-01,11:30,22.0,0.0,0.0,78.0,1017.0,7.0
2025-01-01,12:00,22.0,9.0,0.0,78.0,1016.0,7.0
2025-01-01,12:30,22.0,7.0,10.0,78.0,1016.0,N/A
2025-01-01,13:00,22.0,7.0,20.0,73.0,1015.0,N/A
2025-01-01,13:30,22.0,6.0,0.0,73.0,1015.0,N/A
2025-01-01,14:00,22.0,7.0,10.0,78.0,1014.0,N/A
2025-01-01,14:30,22.0,7.0,10.0,73.0,1014.0,N/A
2025-01-01,15:00,22.0,7.0,10.0,78.0,1014.0,N/A
2025-01-01,15:30,22.0,7.0,40.0,78.0,1014.0,N/A
2025-01-01,16:00,22.0,6.0,10.0,73.0,1014.0,N/A
2025-01-01,16:30,22.0,6.0,50.0,73.0,1014.0,N/A
2025-01-01,17:00,21.0,11.0,30.0,78.0,1015.0,8.0
2025-01-01,17:30,21.0,9.0,40.0,78.0,1015.0,N/A
2025-01-01,18:00,21.0,4.0,70.0,83.0,1015.0,7.0
2025-01-01,18:30,21.0,9.0,0.0,83.0,1015.0,7.0
2025-01-01,19:00,21.0,6.0,330.0,83.0,1015.0,N/A
2025-01-01,19:30,21.0,6.0,330.0,83.0,1016.0,8.0
2025-01-01,20:00,21.0,4.0,350.0,83.0,1016.0,8.0
2025-01-01,21:30,21.0,6.0,340.0,83.0,1016.0,8.0
2025-01-01,22:00,21.0,6.0,320.0,83.0,1016.0,7.0
2025-01-01,22:30,21.0,4.0,340.0,83.0,1016.0,7.0
2025-01-01,23:00,20.0,6.0,20.0,88.0,1016.0,7.0
2025-01-01,23:30,21.0,4.0,340.0,83.0,1016.0,7.0
2025-02-01,"00:00Sat, 1 Feb",20.0,4.0,0.0,88.0,1013.0,N/A
2025-02-01,00:30,19.0,2.0,0.0,88.0,1012.0,N/A
2025-02-01,01:00,19.0,4.0,0.0,88.0,1012.0,16.0
2025-02-01,01:30,18.0,6.0,210.0,88.0,1012.0,16.0
2025-02-01,02:00,18.0,4.0,0.0,94.0,1011.0,16.0
2025-02-01,02:30,18.0,2.0,0.0,94.0,1011.0,16.0
2025-02-01,03:00,18.0,4.0,210.0,88.0,1011.0,16.0
2025-02-01,03:30,17.0,4.0,210.0,94.0,1011.0,16.0
2025-02-01,04:00,17.0,2.0,220.0,94.0,1011.0,16.0
2025-02-01,04:30,17.0,4.0,210.0,94.0,1011.0,16.0
2025-02-01,05:00,17.0,0.0,0.0,94.0,1011.0,16.0
2025-02-01,06:00,17.0,4.0,240.0,94.0,1012.0,N/A
2025-02-01,07:00,18.0,4.0,0.0,94.0,1013.0,N/A
2025-02-01,07:30,20.0,0.0,0.0,88.0,1013.0,N/A
2025-02-01,08:00,22.0,0.0,0.0,78.0,1013.0,N/A
2025-02-01,08:30,22.0,2.0,0.0,78.0,1014.0,N/A
2025-02-01,09:00,23.0,2.0,0.0,74.0,1014.0,N/A
2025-02-01,09:30,24.0,2.0,0.0,69.0,1014.0,N/A
2025-02-01,10:00,24.0,4.0,0.0,69.0,1014.0,N/A
2025-02-01,10:30,25.0,6.0,190.0,65.0,1013.0,N/A
2025-02-01,11:00,25.0,6.0,160.0,65.0,1013.0,N/A
2025-02-01,11:30,26.0,6.0,0.0,61.0,1013.0,16.0
2025-02-01,12:00,26.0,7.0,160.0,65.0,1012.0,N/A
2025-02-01,12:30,26.0,9.0,120.0,65.0,1011.0,N/A
2025-02-01,13:00,26.0,13.0,120.0,65.0,1011.0,N/A
2025-02-01,13:30,26.0,13.0,130.0,61.0,1010.0,N/A
2025-02-01,14:00,26.0,13.0,110.0,61.0,1010.0,16.0
2025-02-01,14:30,25.0,13.0,110.0,65.0,1009.0,N/A
2025-02-01,15:00,25.0,15.0,130.0,65.0,1009.0,16.0
2025-02-01,15:30,25.0,11.0,120.0,65.0,1009.0,N/A
2025-02-01,16:30,24.0,7.0,120.0,74.0,1009.0,N/A
2025-02-01,17:00,24.0,9.0,120.0,69.0,1009.0,N/A
2025-02-01,17:30,23.0,7.0,130.0,78.0,1009.0,N/A
2025-02-01,18:00,23.0,4.0,0.0,78.0,1009.0,N/A
2025-02-01,18:30,22.0,6.0,130.0,83.0,1010.0,N/A
2025-02-01,19:00,22.0,6.0,130.0,83.0,1010.0,N/A
2025-02-01,19:30,22.0,6.0,150.0,83.0,1010.0,N/A
2025-02-01,20:00,22.0,4.0,0.0,83.0,1011.0,N/A
2025-02-01,20:30,22.0,0.0,0.0,83.0,1011.0,N/A
2025-02-01,21:00,21.0,2.0,260.0,94.0,1011.0,N/A
2025-02-01,21:30,21.0,2.0,240.0,88.0,1011.0,N/A
2025-02-01,22:00,21.0,2.0,0.0,88.0,1012.0,N/A
2025-02-01,22:30,20.0,4.0,240.0,94.0,1011.0,N/A
2025-02-01,23:30,20.0,4.0,0.0,94.0,1011.0,N/A
2025-03-01,"00:00Sat, 1 Mar",23.0,7.0,210.0,94.0,1014.0,N/A
2025-03-01,00:30,23.0,4.0,220.0,94.0,1014.0,N/A
2025-03-01,01:00,23.0,6.0,210.0,94.0,1014.0,N/A
2025-03-01,01:30,23.0,7.0,220.0,89.0,1013.0,5.0
2025-03-01,02:00,23.0,6.0,210.0,94.0,1013.0,7.0
2025-03-01,02:30,23.0,6.0,210.0,89.0,1013.0,8.0
2025-03-01,03:00,22.0,4.0,0.0,94.0,1012.0,9.0
2025-03-01,03:30,23.0,6.0,210.0,89.0,1012.0,8.0
2025-03-01,04:30,22.0,2.0,220.0,94.0,1012.0,8.0
2025-03-01,05:00,22.0,4.0,210.0,94.0,1013.0,7.0
2025-03-01,07:30,23.0,4.0,0.0,89.0,1013.0,N/A
2025-03-01,08:00,23.0,9.0,170.0,89.0,1013.0,16.0
2025-03-01,08:30,24.0,11.0,180.0,83.0,1014.0,N/A
2025-03-01,09:00,25.0,11.0,200.0,79.0,1014.0,N/A
2025-03-01,09:30,26.0,6.0,180.0,74.0,1014.0,N/A
2025-03-01,10:00,26.0,7.0,150.0,79.0,1014.0,N/A
2025-03-01,10:30,27.0,6.0,120.0,74.0,1013.0,N/A
2025-03-01,11:00,26.0,6.0,0.0,79.0,1013.0,N/A
2025-03-01,11:30,27.0,13.0,130.0,79.0,1012.0,N/A
2025-03-01,12:00,27.0,13.0,120.0,74.0,1012.0,16.0
2025-03-01,12:30,27.0,15.0,110.0,74.0,1011.0,N/A
2025-03-01,13:00,27.0,15.0,110.0,74.0,1011.0,N/A
2025-03-01,13:30,27.0,17.0,130.0,70.0,1011.0,N/A
2025-03-01,14:00,27.0,15.0,120.0,70.0,1011.0,N/A
2025-03-01,14:30,27.0,15.0,120.0,70.0,1010.0,N/A
2025-03-01,15:00,27.0,17.0,130.0,66.0,1010.0,16.0
2025-03-01,15:30,26.0,13.0,120.0,74.0,1010.0,N/A
2025-03-01,16:00,26.0,13.0,120.0,74.0,1010.0,N/A
2025-03-01,16:30,25.0,11.0,110.0,79.0,1010.0,N/A
2025-03-01,18:00,24.0,7.0,140.0,83.0,1011.0,N/A
2025-03-01,18:30,24.0,9.0,130.0,83.0,1011.0,N/A
2025-03-01,19:00,24.0,7.0,150.0,89.0,1012.0,N/A
2025-03-01,19:30,24.0,7.0,160.0,89.0,1012.0,N/A
2025-03-01,20:00,24.0,7.0,160.0,89.0,1012.0,N/A
2025-03-01,20:30,24.0,6.0,190.0,89.0,1013.0,N/A
2025-03-01,21:00,24.0,6.0,200.0,89.0,1013.0,N/A
2025-03-01,21:30,24.0,4.0,200.0,89.0,1013.0,N/A
2025-03-01,22:00,24.0,7.0,180.0,89.0,1013.0,N/A
2025-03-01,22:30,24.0,7.0,180.0,89.0,1013.0,N/A
2025-03-01,23:00,24.0,6.0,170.0,89.0,1012.0,N/A
2025-03-01,23:30,24.0,6.0,180.0,89.0,1012.0,N/A
2025-04-01,"00:00Tue, 1 Apr",21.0,13.0,20.0,83.0,1017.0,N/A
2025-04-01,00:30,21.0,11.0,350.0,78.0,1016.0,N/A
2025-04-01,01:00,21.0,11.0,340.0,78.0,1016.0,N/A
2025-04-01,01:30,21.0,7.0,350.0,78.0,1016.0,N/A
2025-04-01,02:00,21.0,11.0,350.0,73.0,1016.0,N/A
2025-04-01,02:30,21.0,11.0,350.0,73.0,1015.0,N/A
2025-04-01,03:00,21.0,11.0,340.0,73.0,1015.0,N/A
2025-04-01,03:30,21.0,11.0,350.0,73.0,1015.0,N/A
2025-04-01,04:00,21.0,11.0,350.0,73.0,1015.0,N/A
2025-04-01,04:30,21.0,11.0,350.0,73.0,1015.0,N/A
2025-04-01,05:00,21.0,9.0,350.0,73.0,1016.0,N/A
2025-04-01,05:30,21.0,6.0,0.0,73.0,1016.0,N/A
2025-04-01,06:00,21.0,4.0,330.0,73.0,1016.0,N/A
2025-04-01,06:30,22.0,4.0,330.0,69.0,1016.0,N/A
2025-04-01,07:00,22.0,6.0,310.0,73.0,1017.0,N/A
2025-04-01,07:30,22.0,7.0,330.0,69.0,1017.0,N/A
2025-04-01,08:00,23.0,7.0,330.0,69.0,1018.0,N/A
2025-04-01,08:30,24.0,13.0,350.0,65.0,1018.0,N/A
2025-04-01,09:00,24.0,13.0,350.0,65.0,1018.0,N/A
2025-04-01,09:30,24.0,15.0,20.0,65.0,1018.0,N/A
2025-04-01,10:00,24.0,17.0,20.0,69.0,1018.0,N/A
2025-04-01,10:30,24.0,19.0,20.0,65.0,1018.0,N/A
2025-04-01,11:00,23.0,24.0,10.0,69.0,1018.0,N/A
2025-04-01,11:30,23.0,32.0,20.0,74.0,1017.0,N/A
2025-04-01,12:00,24.0,28.0,30.0,69.0,1017.0,N/A
2025-04-01,12:30,24.0,28.0,20.0,65.0,1017.0,N/A
2025-04-01,13:00,23.0,28.0,20.0,69.0,1016.0,N/A
2025-04-01,13:30,23.0,28.0,20.0,69.0,1016.0,N/A
2025-04-01,14:00,24.0,26.0,30.0,65.0,1015.0,N/A
2025-04-01,14:30,23.0,28.0,30.0,69.0,1015.0,N/A
2025-04-01,15:00,23.0,24.0,20.0,69.0,1015.0,N/A
2025-04-01,15:30,22.0,30.0,20.0,73.0,1014.0,N/A
2025-04-01,16:00,22.0,28.0,20.0,73.0,1014.0,N/A
2025-04-01,16:30,22.0,24.0,10.0,73.0,1014.0,N/A
2025-04-01,17:00,22.0,24.0,10.0,73.0,1015.0,N/A
2025-04-01,17:30,21.0,22.0,10.0,78.0,1015.0,N/A
2025-04-01,18:00,21.0,20.0,10.0,73.0,1015.0,N/A
2025-04-01,18:30,21.0,13.0,0.0,73.0,1015.0,N/A
2025-04-01,19:00,21.0,13.0,330.0,73.0,1016.0,N/A
2025-04-01,19:30,20.0,17.0,340.0,73.0,1016.0,N/A
2025-04-01,20:00,20.0,13.0,330.0,73.0,1016.0,N/A
2025-04-01,20:30,20.0,13.0,340.0,73.0,1017.0,N/A
2025-04-01,21:00,20.0,9.0,340.0,73.0,1017.0,N/A
2025-04-01,21:30,20.0,13.0,340.0,73.0,1017.0,N/A
2025-04-01,22:00,20.0,15.0,340.0,73.0,1018.0,N/A
2025-04-01,22:30,20.0,13.0,330.0,73.0,1018.0,N/A
2025-04-01,23:00,20.0,13.0,320.0,73.0,1018.0,N/A
2025-04-01,23:30,20.0,11.0,330.0,73.0,1018.0,N/A
2025-05-01,"00:00Thu, 1 May",27.0,4.0,270.0,84.0,1012.0,N/A
2025-05-01,00:30,27.0,2.0,0.0,84.0,1012.0,N/A
2025-05-01,01:00,27.0,4.0,230.0,84.0,1012.0,N/A
2025-05-01,01:30,27.0,2.0,290.0,84.0,1012.0,N/A
2025-05-01,02:00,27.0,2.0,0.0,84.0,1011.0,N/A
2025-05-01,02:30,26.0,2.0,0.0,89.0,1011.0,N/A
2025-05-01,03:00,26.0,2.0,230.0,89.0,1011.0,N/A
2025-05-01,03:30,26.0,0.0,0.0,84.0,1011.0,N/A
2025-05-01,04:00,26.0,0.0,0.0,84.0,1012.0,N/A
2025-05-01,04:30,25.0,6.0,240.0,89.0,1012.0,N/A
2025-05-01,05:00,24.0,6.0,210.0,94.0,1012.0,N/A
2025-05-01,05:30,25.0,4.0,240.0,89.0,1012.0,N/A
2025-05-01,06:00,26.0,2.0,210.0,89.0,1012.0,N/A
2025-05-01,06:30,27.0,0.0,0.0,84.0,1013.0,16.0
2025-05-01,07:00,28.0,0.0,0.0,74.0,1013.0,16.0
2025-05-01,07:30,29.0,2.0,0.0,74.0,1013.0,16.0
2025-05-01,08:00,29.0,6.0,220.0,74.0,1013.0,N/A
2025-05-01,08:30,30.0,4.0,0.0,70.0,1013.0,N/A
2025-05-01,09:00,30.0,6.0,120.0,66.0,1014.0,N/A
2025-05-01,09:30,31.0,6.0,140.0,62.0,1014.0,N/A
2025-05-01,10:00,31.0,7.0,120.0,62.0,1014.0,N/A
2025-05-01,10:30,32.0,7.0,0.0,59.0,1013.0,N/A
2025-05-01,11:00,32.0,9.0,70.0,63.0,1013.0,N/A
2025-05-01,11:30,33.0,11.0,90.0,59.0,1013.0,N/A
2025-05-01,12:00,32.0,15.0,90.0,63.0,1012.0,N/A
2025-05-01,12:30,32.0,15.0,80.0,63.0,1012.0,N/A
2025-05-01,13:00,31.0,15.0,80.0,66.0,1011.0,N/A
2025-05-01,13:30,32.0,17.0,90.0,59.0,1011.0,N/A
2025-05-01,14:00,32.0,17.0,90.0,59.0,1010.0,N/A
2025-05-01,14:30,32.0,17.0,110.0,63.0,1010.0,N/A
2025-05-01,15:00,31.0,19.0,110.0,66.0,1010.0,N/A
2025-05-01,15:30,31.0,17.0,100.0,66.0,1010.0,N/A
2025-05-01,16:00,30.0,17.0,90.0,70.0,1010.0,N/A
2025-05-01,16:30,30.0,15.0,100.0,66.0,1010.0,N/A
2025-05-01,17:00,30.0,11.0,100.0,66.0,1010.0,N/A
2025-05-01,17:30,29.0,7.0,90.0,74.0,1011.0,N/A
2025-05-01,18:00,29.0,9.0,110.0,74.0,1011.0,16.0
2025-05-01,18:30,29.0,9.0,100.0,70.0,1012.0,16.0
2025-05-01,19:00,29.0,7.0,100.0,74.0,1012.0,N/A
2025-05-01,19:30,28.0,6.0,110.0,79.0,1012.0,N/A
2025-05-01,20:00,28.0,6.0,110.0,84.0,1013.0,N/A
2025-05-01,20:30,28.0,4.0,40.0,84.0,1013.0,N/A
2025-05-01,21:00,28.0,0.0,0.0,84.0,1013.0,N/A
2025-05-01,21:30,28.0,2.0,0.0,79.0,1014.0,N/A
2025-05-01,22:00,28.0,4.0,300.0,84.0,1014.0,N/A
2025-05-01,22:30,28.0,4.0,320.0,84.0,1013.0,8.0
2025-05-01,23:00,27.0,6.0,310.0,89.0,1013.0,N/A
2025-05-01,23:30,27.0,6.0,300.0,84.0,1013.0,N/A
2025-06-01,"21:30Tue, 20 May",27.0,15.0,210.0,79.0,1009.0,N/A
2025-06-01,21:00,27.0,15.0,210.0,79.0,1009.0,N/A
2025-06-01,20:30,27.0,15.0,210.0,79.0,1009.0,N/A
2025-06-01,20:00,27.0,15.0,210.0,79.0,1008.0,N/A
2025-06-01,19:30,28.0,9.0,180.0,79.0,1008.0,N/A
2025-06-01,19:00,29.0,9.0,210.0,74.0,1007.0,N/A
2025-06-01,18:30,28.0,11.0,210.0,74.0,1007.0,N/A
2025-06-01,18:00,29.0,15.0,220.0,70.0,1007.0,N/A
2025-06-01,17:30,29.0,19.0,220.0,70.0,1006.0,N/A
2025-06-01,17:00,29.0,20.0,210.0,70.0,1007.0,N/A
2025-06-01,16:30,31.0,13.0,120.0,75.0,1007.0,N/A
2025-06-01,16:00,31.0,15.0,120.0,75.0,1007.0,N/A
2025-06-01,15:30,31.0,19.0,120.0,75.0,1006.0,N/A
2025-06-01,15:00,32.0,20.0,120.0,71.0,1006.0,N/A
2025-06-01,14:30,32.0,24.0,120.0,67.0,1006.0,N/A
2025-06-01,14:00,33.0,20.0,120.0,63.0,1006.0,N/A
2025-06-01,13:30,32.0,20.0,110.0,63.0,1006.0,N/A
2025-06-01,13:00,32.0,17.0,100.0,67.0,1007.0,N/A
2025-06-01,12:30,32.0,17.0,90.0,63.0,1008.0,N/A
2025-06-01,12:00,32.0,15.0,110.0,63.0,1008.0,N/A
2025-06-01,11:30,33.0,13.0,90.0,59.0,1008.0,N/A
2025-06-01,11:00,33.0,13.0,100.0,59.0,1008.0,N/A
2025-06-01,10:30,34.0,7.0,10.0,56.0,1009.0,N/A
2025-06-01,10:00,34.0,9.0,180.0,53.0,1009.0,N/A
2025-06-01,09:30,33.0,9.0,200.0,56.0,1009.0,N/A
2025-06-01,09:00,32.0,9.0,210.0,59.0,1009.0,N/A
2025-06-01,08:30,31.0,6.0,40.0,62.0,1009.0,16.0
2025-06-01,08:00,30.0,9.0,220.0,66.0,1009.0,N/A
2025-06-01,07:30,28.0,9.0,230.0,74.0,1009.0,16.0
2025-06-01,07:00,27.0,7.0,190.0,79.0,1008.0,N/A
2025-06-01,06:30,27.0,4.0,0.0,79.0,1008.0,16.0
2025-06-01,06:00,26.0,4.0,220.0,84.0,1008.0,16.0
2025-06-01,05:30,25.0,7.0,210.0,89.0,1007.0,16.0
2025-06-01,05:00,25.0,4.0,220.0,89.0,1007.0,16.0
2025-06-01,04:30,25.0,7.0,210.0,89.0,1007.0,16.0
2025-06-01,04:00,25.0,7.0,210.0,89.0,1007.0,16.0
2025-06-01,03:30,26.0,6.0,200.0,84.0,1007.0,16.0
2025-06-01,03:00,26.0,4.0,200.0,84.0,1007.0,16.0
2025-06-01,02:30,26.0,6.0,200.0,84.0,1007.0,16.0
2025-06-01,02:00,26.0,6.0,210.0,84.0,1007.0,16.0
2025-06-01,01:30,26.0,6.0,230.0,84.0,1007.0,16.0
2025-06-01,01:00,26.0,7.0,220.0,89.0,1008.0,16.0
2025-06-01,00:30,26.0,6.0,220.0,84.0,1008.0,N/A
2025-06-01,00:00,26.0,7.0,220.0,84.0,1008.0,16.0
2025-06-01,"23:30Mon, 19 May",26.0,9.0,230.0,84.0,1008.0,16.0
2025-06-01,23:00,26.0,9.0,220.0,84.0,1008.0,16.0
2025-06-01,22:30,27.0,9.0,210.0,79.0,1009.0,16.0
2025-06-01,22:00,27.0,4.0,0.0,84.0,1009.0,16.0
2025-07-01,"21:30Tue, 20 May",27.0,15.0,210.0,79.0,1009.0,N/A
2025-07-01,21:00,27.0,15.0,210.0,79.0,1009.0,N/A
2025-07-01,20:30,27.0,15.0,210.0,79.0,1009.0,N/A
2025-07-01,20:00,27.0,15.0,210.0,79.0,1008.0,N/A
2025-07-01,19:30,28.0,9.0,180.0,79.0,1008.0,N/A
2025-07-01,19:00,29.0,9.0,210.0,74.0,1007.0,N/A
2025-07-01,18:30,28.0,11.0,210.0,74.0,1007.0,N/A
2025-07-01,18:00,29.0,15.0,220.0,70.0,1007.0,N/A
2025-07-01,17:30,29.0,19.0,220.0,70.0,1006.0,N/A
2025-07-01,17:00,29.0,20.0,210.0,70.0,1007.0,N/A
2025-07-01,16:30,31.0,13.0,120.0,75.0,1007.0,N/A
2025-07-01,16:00,31.0,15.0,120.0,75.0,1007.0,N/A
2025-07-01,15:30,31.0,19.0,120.0,75.0,1006.0,N/A
2025-07-01,15:00,32.0,20.0,120.0,71.0,1006.0,N/A
2025-07-01,14:30,32.0,24.0,120.0,67.0,1006.0,N/A
2025-07-01,14:00,33.0,20.0,120.0,63.0,1006.0,N/A
2025-07-01,13:30,32.0,20.0,110.0,63.0,1006.0,N/A
2025-07-01,13:00,32.0,17.0,100.0,67.0,1007.0,N/A
2025-07-01,12:30,32.0,17.0,90.0,63.0,1008.0,N/A
2025-07-01,12:00,32.0,15.0,110.0,63.0,1008.0,N/A
2025-07-01,11:30,33.0,13.0,90.0,59.0,1008.0,N/A
2025-07-01,11:00,33.0,13.0,100.0,59.0,1008.0,N/A
2025-07-01,10:30,34.0,7.0,10.0,56.0,1009.0,N/A
2025-07-01,10:00,34.0,9.0,180.0,53.0,1009.0,N/A
2025-07-01,09:30,33.0,9.0,200.0,56.0,1009.0,N/A
2025-07-01,09:00,32.0,9.0,210.0,59.0,1009.0,N/A
2025-07-01,08:30,31.0,6.0,40.0,62.0,1009.0,16.0
2025-07-01,08:00,30.0,9.0,220.0,66.0,1009.0,N/A
2025-07-01,07:30,28.0,9.0,230.0,74.0,1009.0,16.0
2025-07-01,07:00,27.0,7.0,190.0,79.0,1008.0,N/A
2025-07-01,06:30,27.0,4.0,0.0,79.0,1008.0,16.0
2025-07-01,06:00,26.0,4.0,220.0,84.0,1008.0,16.0
2025-07-01,05:30,25.0,7.0,210.0,89.0,1007.0,16.0
2025-07-01,05:00,25.0,4.0,220.0,89.0,1007.0,16.0
2025-07-01,04:30,25.0,7.0,210.0,89.0,1007.0,16.0
2025-07-01,04:00,25.0,7.0,210.0,89.0,1007.0,16.0
2025-07-01,03:30,26.0,6.0,200.0,84.0,1007.0,16.0
2025-07-01,03:00,26.0,4.0,200.0,84.0,1007.0,16.0
2025-07-01,02:30,26.0,6.0,200.0,84.0,1007.0,16.0
2025-07-01,02:00,26.0,6.0,210.0,84.0,1007.0,16.0
2025-07-01,01:30,26.0,6.0,230.0,84.0,1007.0,16.0
2025-07-01,01:00,26.0,7.0,220.0,89.0,1008.0,16.0
2025-07-01,00:30,26.0,6.0,220.0,84.0,1008.0,N/A
2025-07-01,00:00,26.0,7.0,220.0,84.0,1008.0,16.0
2025-07-01,"23:30Mon, 19 May",26.0,9.0,230.0,84.0,1008.0,16.0
2025-07-01,23:00,26.0,9.0,220.0,84.0,1008.0,16.0
2025-07-01,22:30,27.0,9.0,210.0,79.0,1009.0,16.0
2025-07-01,22:00,27.0,4.0,0.0,84.0,1009.0,16.0
2025-08-01,"21:30Tue, 20 May",27.0,15.0,210.0,79.0,1009.0,N/A
2025-08-01,21:00,27.0,15.0,210.0,79.0,1009.0,N/A
2025-08-01,20:30,27.0,15.0,210.0,79.0,1009.0,N/A
2025-08-01,20:00,27.0,15.0,210.0,79.0,1008.0,N/A
2025-08-01,19:30,28.0,9.0,180.0,79.0,1008.0,N/A
2025-08-01,19:00,29.0,9.0,210.0,74.0,1007.0,N/A
2025-08-01,18:30,28.0,11.0,210.0,74.0,1007.0,N/A
2025-08-01,18:00,29.0,15.0,220.0,70.0,1007.0,N/A
2025-08-01,17:30,29.0,19.0,220.0,70.0,1006.0,N/A
2025-08-01,17:00,29.0,20.0,210.0,70.0,1007.0,N/A
2025-08-01,16:30,31.0,13.0,120.0,75.0,1007.0,N/A
2025-08-01,16:00,31.0,15.0,120.0,75.0,1007.0,N/A
2025-08-01,15:30,31.0,19.0,120.0,75.0,1006.0,N/A
2025-08-01,15:00,32.0,20.0,120.0,71.0,1006.0,N/A
2025-08-01,14:30,32.0,24.0,120.0,67.0,1006.0,N/A
2025-08-01,14:00,33.0,20.0,120.0,63.0,1006.0,N/A
2025-08-01,13:30,32.0,20.0,110.0,63.0,1006.0,N/A
2025-08-01,13:00,32.0,17.0,100.0,67.0,1007.0,N/A
2025-08-01,12:30,32.0,17.0,90.0,63.0,1008.0,N/A
2025-08-01,12:00,32.0,15.0,110.0,63.0,1008.0,N/A
2025-08-01,11:30,33.0,13.0,90.0,59.0,1008.0,N/A
2025-08-01,11:00,33.0,13.0,100.0,59.0,1008.0,N/A
2025-08-01,10:30,34.0,7.0,10.0,56.0,1009.0,N/A
2025-08-01,10:00,34.0,9.0,180.0,53.0,1009.0,N/A
2025-08-01,09:30,33.0,9.0,200.0,56.0,1009.0,N/A
2025-08-01,09:00,32.0,9.0,210.0,59.0,1009.0,N/A
2025-08-01,08:30,31.0,6.0,40.0,62.0,1009.0,16.0
2025-08-01,08:00,30.0,9.0,220.0,66.0,1009.0,N/A
2025-08-01,07:30,28.0,9.0,230.0,74.0,1009.0,16.0
2025-08-01,07:00,27.0,7.0,190.0,79.0,1008.0,N/A
2025-08-01,06:30,27.0,4.0,0.0,79.0,1008.0,16.0
2025-08-01,06:00,26.0,4.0,220.0,84.0,1008.0,16.0
2025-08-01,05:30,25.0,7.0,210.0,89.0,1007.0,16.0
2025-08-01,05:00,25.0,4.0,220.0,89.0,1007.0,16.0
2025-08-01,04:30,25.0,7.0,210.0,89.0,1007.0,16.0
2025-08-01,04:00,25.0,7.0,210.0,89.0,1007.0,16.0
2025-08-01,03:30,26.0,6.0,200.0,84.0,1007.0,16.0
2025-08-01,03:00,26.0,4.0,200.0,84.0,1007.0,16.0
2025-08-01,02:30,26.0,6.0,200.0,84.0,1007.0,16.0
2025-08-01,02:00,26.0,6.0,210.0,84.0,1007.0,16.0
2025-08-01,01:30,26.0,6.0,230.0,84.0,1007.0,16.0
2025-08-01,01:00,26.0,7.0,220.0,89.0,1008.0,16.0
2025-08-01,00:30,26.0,6.0,220.0,84.0,1008.0,N/A
2025-08-01,00:00,26.0,7.0,220.0,84.0,1008.0,16.0
2025-08-01,"23:30Mon, 19 May",26.0,9.0,230.0,84.0,1008.0,16.0
2025-08-01,23:00,26.0,9.0,220.0,84.0,1008.0,16.0
2025-08-01,22:30,27.0,9.0,210.0,79.0,1009.0,16.0
2025-08-01,22:00,27.0,4.0,0.0,84.0,1009.0,16.0
2025-09-01,"21:30Tue, 20 May",27.0,15.0,210.0,79.0,1009.0,N/A
2025-09-01,21:00,27.0,15.0,210.0,79.0,1009.0,N/A
2025-09-01,20:30,27.0,15.0,210.0,79.0,1009.0,N/A
2025-09-01,20:00,27.0,15.0,210.0,79.0,1008.0,N/A
2025-09-01,19:30,28.0,9.0,180.0,79.0,1008.0,N/A
2025-09-01,19:00,29.0,9.0,210.0,74.0,1007.0,N/A
2025-09-01,18:30,28.0,11.0,210.0,74.0,1007.0,N/A
2025-09-01,18:00,29.0,15.0,220.0,70.0,1007.0,N/A
2025-09-01,17:30,29.0,19.0,220.0,70.0,1006.0,N/A
2025-09-01,17:00,29.0,20.0,210.0,70.0,1007.0,N/A
2025-09-01,16:30,31.0,13.0,120.0,75.0,1007.0,N/A
2025-09-01,16:00,31.0,15.0,120.0,75.0,1007.0,N/A
2025-09-01,15:30,31.0,19.0,120.0,75.0,1006.0,N/A
2025-09-01,15:00,32.0,20.0,120.0,71.0,1006.0,N/A
2025-09-01,14:30,32.0,24.0,120.0,67.0,1006.0,N/A
