year,month,day,hour_value,minute,weather,temperature,wind_speed,wind_angle,humidity,pressure,visibility,hour_sin,hour_cos,minute_sin,minute_cos,month_sin,month_cos,day_sin,day_cos,wind_angle_rad,wind_u,wind_v
2019,1,1,0,0,Clear,19.0,6.0,300.0,88.0,1023.0,6.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,5.235987755982989,-5.196152422706632,3.000000000000001
2019,1,1,0,30,Clear,19.0,4.0,310.0,88.0,1023.0,6.0,0.0,1.0,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,5.410520681182422,-3.0641777724759125,2.571150438746157
2019,1,1,1,0,Clear,19.0,6.0,300.0,88.0,1022.0,6.0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,5.235987755982989,-5.196152422706632,3.000000000000001
2019,1,1,1,30,Clear,19.0,6.0,310.0,88.0,1022.0,6.0,0.25881904510252074,0.9659258262890683,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,5.410520681182422,-4.596266658713869,3.8567256581192355
2019,1,1,2,0,Clear,19.0,9.0,310.0,88.0,1022.0,6.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,5.410520681182422,-6.894399988070803,5.785088487178854
2019,1,1,2,30,Clear,19.0,7.0,320.0,88.0,1021.0,6.0,0.49999999999999994,0.8660254037844387,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,5.585053606381854,-4.499513267805777,5.362311101832844
2019,1,1,3,0,Clear,20.0,7.0,0.0,88.0,1021.0,6.0,0.7071067811865476,0.7071067811865476,0.0,1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.0,0.0,7.0
2019,1,1,3,30,Clear,20.0,11.0,0.0,83.0,1021.0,6.0,0.7071067811865476,0.7071067811865476,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.0,0.0,11.0
2019,1,1,4,0,Clear,20.0,13.0,0.0,83.0,1021.0,6.0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.0,0.0,13.0
2019,1,1,4,30,Clear,21.0,13.0,0.0,83.0,1022.0,6.0,0.8660254037844386,0.5000000000000001,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.0,0.0,13.0
2019,1,1,5,0,Clear,21.0,19.0,10.0,83.0,1022.0,6.0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.17453292519943295,3.2993153756716764,18.711347307231954
2019,1,1,5,30,Clear,21.0,17.0,0.0,83.0,1022.0,6.0,0.9659258262890683,0.25881904510252074,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.0,0.0,17.0
2019,1,1,6,0,Clear,21.0,15.0,10.0,83.0,1022.0,6.0,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.17453292519943295,2.6047226650039548,14.772116295183121
2019,1,1,6,30,Cloudy,21.0,17.0,0.0,83.0,1023.0,8.0,1.0,6.123233995736766e-17,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.0,0.0,17.0
2019,1,1,7,0,Cloudy,21.0,17.0,10.0,83.0,1023.0,8.0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.17453292519943295,2.952019020337816,16.741731801207536
2019,1,1,7,30,Cloudy,21.0,15.0,350.0,83.0,1023.0,8.0,0.9659258262890683,-0.25881904510252063,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,6.1086523819801535,-2.6047226650039557,14.772116295183121
